Título,Fecha,Cuerpo,URL
"“Crueldad” y “más desigualdad”: el Consejo de Niñez, contra Milei y Montenegro",18/12/2024,"El organismo, junto a las centrales obreras, emitió un documento con fuertes críticas: “Es cruel un Estado que reivindica y fomenta la violencia”. El Consejo Local de la Niñez volvió a apuntar en duros términos contra las políticas de los gobiernos de Javier Milei a nivel nacional y de Guillermo Montenegro en Mar del Plata, advirtió por una “profundización de la desigualdad” en la ciudad, cuestionó la “crueldad” ejecutada desde el Estado ejemplificada en mandar a sacar los colchones a personas en situación de calle como forma de “reivindicar y fomentar la violencia” y alertó que esa “crueldad genera violencia, inseguridad y muerte”. El Consejo Local de Promoción y Protección de Derechos del Niño funciona bajo la órbita del Municipio y fue creado en 2008 por ordenanza -amparada por la ley provincial 13.298- bajo la misión de elaborar un “plan de acción para la protección integral de los derechos de los niños en el ámbito del Partido de General Pueyrredon”. No es la primera vez que el organismo expresa fuertes cuestionamientos contra el rumbo del gobierno nacional y la imitación que sigue el municipal. Pero ahora en un documento del cierre del año hicieron un balance, en conjunto con la CGT y las dos CTA locales, del presente de las políticas destinadas a niños, niñas y adolescentes y al contexto en el que la violencia se ve potenciada. Primero, dieron una definición: “En Mar del Plata y Batán avanza cada vez más la desigualdad”. Y así plantearon que el documento busca reflejar a una parte de la sociedad que “se rehúsa a naturalizar la crueldad“.  “Crueldad” fue justamente el hilo conductor del documento ya que entendieron que esa es la mejor definición que encuentran diversas acciones desarrolladas por los gobiernos. Incluso, hablaron de “un estilo cruel e inhumano” y de un “goce perverso y planificado que convierte cada acción de gobierno en un hecho siniestro”.  Entre esas acciones aludidas, tanto del gobierno nacional como del municipal, mencionaron la negativa a entregar alimentos a comedores, la orden de sacar los colchones a personas en situación de calle, el “goce” por el despido de trabajadores y el desmantelamiento de la Secretaría de Niñez, Adolescencia y Familia, entre varias otras. Pero también repararon en la realidad de niños, niñas y adolescentes que lleva a que “terminen siendo mano de obra de los narcos” y alertaron que “sus vidas están en riesgo todos los días porque el Estado, garante de su seguridad, está siendo destruido desde adentro”.  En esa línea, apuntaron contra “la política de la crueldad actual” que “monta un show para generar insensibilización y, así, justificar la represión” y que vuelve sobre la “demagogia punitiva que, bajo la falsa promesa de resolver la inseguridad, solo genera más violencia”. De esa manera, concluyeron que “la crueldad genera violencia, inseguridad y muerte” y que esa violencia “es el emergente de lo que pasa, es un síntoma de la profundización de la desigualdad creciente, en el país y particularmente en Mar del Plata y Batán”. “Esta lógica que ejerce el Estado nacional y que replica el Estado municipal, desfinanciado a las áreas que asisten y acompañan a las familias más vulnerabilizadas, no sólo colabora en la profundización de la ruptura del tejido social sino también en la negación del otro”, analizaron y subrayaron que desde el espacio seguirán “exigiendo que los funcionarios públicos se responsabilicen y trabajen en frenar el avance de la crueldad ejercida tanto desde el Estado como desde los medios de comunicación”.  Certificado por la
Journalism Trust Initiative
Política editorial  Quiénes somos Agencia La Redacción Propietario: Cooperativa de Trabajo La Redacción
Editores: Julia Drangosch, Joaquín Lledó, Sebastián Alí y Luciano Gargiulo - Copyright © 2014-2024 - Registro de Propiedad Intelectual: 115126071 - Todos los derechos reservados 223-5605760 redaccion@quedigital.com.ar
deportes@quedigital.com.ar
comercial@quedigital.com.ar media kit",https://quedigital.com.ar/sociedad/crueldad-y-mas-desigualdad-el-consejo-de-ninez-contra-milei-y-montenegro/
"La desocupación volvió a subir en Mar del Plata: escaló al 8,4%",18/12/2024,"Tras la baja registrada en el segundo trimestre, el tercero llegó con un aumento que implica que el desempleo abarcó a 28 mil personas. Después de la baja en el índice registrada en el segundo trimestre del año, la desocupación durante el período de julio, agosto y septiembre en Mar del Plata volvió a aumentar y escaló al 8,4%, lo que significa que alcanzó a 28 mil personas. En medio de la profundización de la pérdida de poder adquisitivo que sufre la clase trabajadora como consecuencia de las políticas de brutal ajuste impulsadas por el gobierno de Javier Milei, este jueves el Instituto Nacional de Estadística y Censos (Indec) dio a conocer el nuevo informe del mercado de trabajo, correspondiente a los meses de agosto, septiembre y octubre. Para Mar del Plata, en términos interanuales luego de un tercer trimestre de 2023 en el que la desocupación había alcanzado a un 7,2% (24 mil personas), el nuevo informe detalló que el mismo período de este año la cifra fue del 8,4%, correspondiente a 28 mil personas. Específicamente, el 8,4% en la tasa de desempleo implica que en Mar del Plata sobre una población económicamente activa de 335 mil personas (hace un año eran 333 mil), 307 mil estuvieron ocupadas y 28 mil desocupadas. Por su parte, la población ocupada demandante de empleo fue de 50 mil personas (14,8%) y la subocupada -ocupadas que trabajan menos de 35 horas semanales por causas involuntarias- de 41 mil (12,2%). El año había empezado con un índice de desocupación del 5,9% durante los primeros tres meses y en el segundo trimestre fue del 6,4% con una baja de casi dos puntos en términos interanuales que fue muy celebrada, con tono desafiante, por el gobierno municipal en medio de críticas de sectores opositores. A su vez, este alza para el tercer trimestre de 2024 representa el valor más alto de los últimos tres años para el mismo período.  Con este nuevo aumento, Mar del Plata volvió a estar entre los cuatro primeros puestos del ranking de las ciudades y conglomerados urbanos con las tasas más altas de desempleo. Esa tabla, concretamente, la encabezan Gran Resistencia (10,9%), Gran La Plata (9,7%) y Gran Córdoba (8,8%) y detrás se ubican Mar del Plata y el Gran Buenos Aires, las dos con un 8,4%. En el análisis regional del informe, en la Región Pampeana que además de Mar del Plata concentra los conglomerados de Bahía Blanca-Cerri, Concordia, Gran Córdoba, Gran La Plata, Gran Rosario, Gran Paraná, Gran Santa Fe, Río Cuarto, Santa Rosa-Toay y San Nicolás-Villa Constitución hubo 235 mil desocupados, de los cuales Mar del Plata concentró el 11,9%. A nivel nacional, mientras hace un año el índice era de 5,7% y había experimentado una baja en relación al 7,1% de 2022, este año la tendencia cambió con una suba al 6,9%, al igual que había pasado en el segundo trimestre cuando fue de 7,6%.  Certificado por la
Journalism Trust Initiative
Política editorial  Quiénes somos Agencia La Redacción Propietario: Cooperativa de Trabajo La Redacción
Editores: Julia Drangosch, Joaquín Lledó, Sebastián Alí y Luciano Gargiulo - Copyright © 2014-2024 - Registro de Propiedad Intelectual: 115126071 - Todos los derechos reservados 223-5605760 redaccion@quedigital.com.ar
deportes@quedigital.com.ar
comercial@quedigital.com.ar media kit",https://quedigital.com.ar/sociedad/la-desocupacion-volvio-a-subir-en-mar-del-plata-escalo-al-84/
Habilitaron la validación de tarjetas SUBE para personas con discapacidad,18/12/2024,"La renovación para 2025 se puede realizar en las terminales automáticas ubicadas en distintos puntos de la ciudad. El listado. El gobierno municipal anunció este miércoles que ya se puede empezar a tramitar la validación de las tarjetas SUBE para personas con discapacidad para 2025 en los distintas terminales automáticas distribuidas en distintos puntos de Mar del Plata. Como cada año para esta época, la Dirección de Políticas para Personas con Discapacidad dio a conocer que las personas con discapacidad que utilizan el transporte público de pasajeros ya pueden acercarse a validar sus tarjetas Sube para acreditar la gratuidad de viajar a lo largo de 2025.  “Esta medida se adelanta una quincena antes del inicio del nuevo año, con el propósito de agilizar el trámite y evitar demoras en el acceso al servicio de quienes lo necesitan”, señalaron desde la dependencia. El proceso de validación puede completarse en cualquiera de los tótems o Terminales Automáticas SUBE (TAS) instalados en diversos puntos de Mar del Plata. El listado actualizado de las Terminales Automáticas SUBE (TAS) en Mar del Plata: Desde el área de Discapacidad, además recordaron que cualquier consulta se puede realizar a través de sus vías de comunicación: por mail a discapacidad@mardelplata.gob.ar, por teléfono de lunes a viernes de 8 a 15 al (0223) 4806657 o al 4800379 o bien por WhatsApp al 2235425908. “Estos canales están disponibles para responder consultas y ofrecer información adicional sobre la validación de las tarjetas SUBE y otros servicios vinculados a las personas con discapacidad”, indicaron.  Certificado por la
Journalism Trust Initiative
Política editorial  Quiénes somos Agencia La Redacción Propietario: Cooperativa de Trabajo La Redacción
Editores: Julia Drangosch, Joaquín Lledó, Sebastián Alí y Luciano Gargiulo - Copyright © 2014-2024 - Registro de Propiedad Intelectual: 115126071 - Todos los derechos reservados 223-5605760 redaccion@quedigital.com.ar
deportes@quedigital.com.ar
comercial@quedigital.com.ar media kit",https://quedigital.com.ar/sociedad/habilitaron-la-validacion-de-tarjetas-sube-para-personas-con-discapacidad/
Habilitaron la validación de tarjetas SUBE para personas con discapacidad,18/12/2024,"La renovación para 2025 se puede realizar en las terminales automáticas ubicadas en distintos puntos de la ciudad. El listado. El gobierno municipal anunció este miércoles que ya se puede empezar a tramitar la validación de las tarjetas SUBE para personas con discapacidad para 2025 en los distintas terminales automáticas distribuidas en distintos puntos de Mar del Plata. Como cada año para esta época, la Dirección de Políticas para Personas con Discapacidad dio a conocer que las personas con discapacidad que utilizan el transporte público de pasajeros ya pueden acercarse a validar sus tarjetas Sube para acreditar la gratuidad de viajar a lo largo de 2025.  “Esta medida se adelanta una quincena antes del inicio del nuevo año, con el propósito de agilizar el trámite y evitar demoras en el acceso al servicio de quienes lo necesitan”, señalaron desde la dependencia. El proceso de validación puede completarse en cualquiera de los tótems o Terminales Automáticas SUBE (TAS) instalados en diversos puntos de Mar del Plata. El listado actualizado de las Terminales Automáticas SUBE (TAS) en Mar del Plata: Desde el área de Discapacidad, además recordaron que cualquier consulta se puede realizar a través de sus vías de comunicación: por mail a discapacidad@mardelplata.gob.ar, por teléfono de lunes a viernes de 8 a 15 al (0223) 4806657 o al 4800379 o bien por WhatsApp al 2235425908. “Estos canales están disponibles para responder consultas y ofrecer información adicional sobre la validación de las tarjetas SUBE y otros servicios vinculados a las personas con discapacidad”, indicaron.  Certificado por la
Journalism Trust Initiative
Política editorial  Quiénes somos Agencia La Redacción Propietario: Cooperativa de Trabajo La Redacción
Editores: Julia Drangosch, Joaquín Lledó, Sebastián Alí y Luciano Gargiulo - Copyright © 2014-2024 - Registro de Propiedad Intelectual: 115126071 - Todos los derechos reservados 223-5605760 redaccion@quedigital.com.ar
deportes@quedigital.com.ar
comercial@quedigital.com.ar media kit",https://quedigital.com.ar/sociedad/habilitaron-la-validacion-de-tarjetas-sube-para-personas-con-discapacidad/
"Por conciliación obligatoria, descartan el paro de trenes de este miércoles",17/12/2024,"Lo había anunciado La Fraternidad y también iba a afectar a los servicios a Mar del Plata. El paro de trenes anunciado por el sindicato La Fraternidad para este miércoles y que iba a afectar a los servicios que llegan a Mar del Plata fue descartado luego de que el gobierno nacional dictara la conciliación obligatoria que, además, será acatada por el espacio gremial. Los detalles. Como parte de un conflicto salarial derivado de la falta de actualización de sus sueldos, los trabajadores de la empresa Operadora Ferroviaria Sociedad de Estado (Sofse) y Belgrano Cargas nucleados en La Fraternidad habían anunciado semanas atrás un paro por 24 horas. La medida anunciada por el gremio comandado por Omar Maturano era de carácter nacional por lo que además de las líneas metropolitanas iba a afectar a los trenes que llegan a Mar del Plata: este miércoles hay tres servicios programados considerando que comenzó la frecuencia de verano.  Sin embargo, el gobierno nacional dictó la conciliación obligatoria a través de la Dirección Nacional de Relaciones y Regulaciones del Trabajo y el sindicato confirmó a través de sus redes sociales que la acatará, por lo que la medida fue levantada y se espera que el periodo sin medidas de fuerza se sostenga al menos por los próximos 15 días.  ¿Cuál es el reclamo de los trabajadores? Desde La Fraternidad apuntan contra el gobierno nacional por haber ofrecido un 1% de actualización en noviembre y un 2,5% para diciembre. El último acuerdo salarial fue sellado a fines de julio y tras un largo conflicto que incluyó amenazas de paro no concretados y circulación a baja velocidad. Desde entonces obtuvieron un aumento salarial retroactivo del 2% para abril, un 7% para mayo, un 3,5% para julio y un 3% para agosto, siempre con relación al mes anterior, más un incremento del 4% en la bonificación por profesionalidad conductiva.  Certificado por la
Journalism Trust Initiative
Política editorial  Quiénes somos Agencia La Redacción Propietario: Cooperativa de Trabajo La Redacción
Editores: Julia Drangosch, Joaquín Lledó, Sebastián Alí y Luciano Gargiulo - Copyright © 2014-2024 - Registro de Propiedad Intelectual: 115126071 - Todos los derechos reservados 223-5605760 redaccion@quedigital.com.ar
deportes@quedigital.com.ar
comercial@quedigital.com.ar media kit",https://quedigital.com.ar/sociedad/por-conciliacion-obligatoria-descartan-el-paro-de-trenes-de-este-miercoles/
"Por conciliación obligatoria, descartan el paro de trenes de este miércoles",17/12/2024,"Lo había anunciado La Fraternidad y también iba a afectar a los servicios a Mar del Plata. El paro de trenes anunciado por el sindicato La Fraternidad para este miércoles y que iba a afectar a los servicios que llegan a Mar del Plata fue descartado luego de que el gobierno nacional dictara la conciliación obligatoria que, además, será acatada por el espacio gremial. Los detalles. Como parte de un conflicto salarial derivado de la falta de actualización de sus sueldos, los trabajadores de la empresa Operadora Ferroviaria Sociedad de Estado (Sofse) y Belgrano Cargas nucleados en La Fraternidad habían anunciado semanas atrás un paro por 24 horas. La medida anunciada por el gremio comandado por Omar Maturano era de carácter nacional por lo que además de las líneas metropolitanas iba a afectar a los trenes que llegan a Mar del Plata: este miércoles hay tres servicios programados considerando que comenzó la frecuencia de verano.  Sin embargo, el gobierno nacional dictó la conciliación obligatoria a través de la Dirección Nacional de Relaciones y Regulaciones del Trabajo y el sindicato confirmó a través de sus redes sociales que la acatará, por lo que la medida fue levantada y se espera que el periodo sin medidas de fuerza se sostenga al menos por los próximos 15 días.  ¿Cuál es el reclamo de los trabajadores? Desde La Fraternidad apuntan contra el gobierno nacional por haber ofrecido un 1% de actualización en noviembre y un 2,5% para diciembre. El último acuerdo salarial fue sellado a fines de julio y tras un largo conflicto que incluyó amenazas de paro no concretados y circulación a baja velocidad. Desde entonces obtuvieron un aumento salarial retroactivo del 2% para abril, un 7% para mayo, un 3,5% para julio y un 3% para agosto, siempre con relación al mes anterior, más un incremento del 4% en la bonificación por profesionalidad conductiva.  Certificado por la
Journalism Trust Initiative
Política editorial  Quiénes somos Agencia La Redacción Propietario: Cooperativa de Trabajo La Redacción
Editores: Julia Drangosch, Joaquín Lledó, Sebastián Alí y Luciano Gargiulo - Copyright © 2014-2024 - Registro de Propiedad Intelectual: 115126071 - Todos los derechos reservados 223-5605760 redaccion@quedigital.com.ar
deportes@quedigital.com.ar
comercial@quedigital.com.ar media kit",https://quedigital.com.ar/sociedad/por-conciliacion-obligatoria-descartan-el-paro-de-trenes-de-este-miercoles/
Gaveteco: trabajadores entregaron la llave del frigorífico ante promesas de reactivación,17/12/2024,"Quienes sostenían la toma de las instalaciones decidieron levantarla, con poco más que las promesas de la empresaria. A cuatro meses de decidir la toma de las instalaciones centrales del frigorífico Gaveteco, finalmente sus trabajadores decidieron levantar la medida de fuerza y entregar la llave a la empresaria Ki So Yoo -alias “Estrella”- sin demasiadas precisiones más allá de la promesa de reactivar la producción y las fuentes laborales en 2025. Luego del levantamiento de los trabajadores de una cooperativa trucha que procesaba pescado para Gaveteco, en agosto los obreros del frigorífico también decidieron tomar las instalaciones de Valentini y 12 de Octubre: los reclamos pasaban por meses y meses de deudas salariales, la precarización y la incertidumbre sobre la continuidad de las fuentes laborales ante el delicado presente financiero de la empresa administrada por parte de la empresaria coreana.  En cuanto a obreros del pescado, el conflicto afectaba al menos a unas 170 familias: eran alrededor de 80 los fileteros que trabajaban en condiciones de total precarización en Ayolas y Santa Cecilia, en tanto que casi 90 terminaban de procesarlo en el frigorífico central, en este caso registrados. Sin embargo, todo terminó como suelen terminar los conflictos portuarios: al desgaste que implica sostener una medida intensa como lo es una toma con permanencia en las instalaciones, se le sumó el cansancio de los trabajadores, la necesidad de generar otros ingresos y también la aceptación de solo parte de las reivindicaciones impulsadas.  Es que, según pudo reconstruir este medio ante la consulta a distintas fuentes vinculadas a la planta, en algunos casos había trabajadores que seguían esperando los pagos adeudados y en otros hubo quienes pudieron recibir solo una parte. Y además, si bien la entrega de la llave de las instalaciones concretada este mes fue bajo la condición de reactivar la producción, lo cierto es que reina la incertidumbre en torno a cuántas fuentes laborales se sostendrán en caso de la reapertura.  Al respecto, y ante la situación terminal que parecía tener la firma en función del espiral de deudas que mantenía la empresaria, medios especializados como Revista Puerto ya hablan de la intervención de otros empresarios pesqueros en el salvataje de la planta. Eso sería lo que lograría destrabar el presente de ahogo que sufría (no solo con trabajadores, también con proveedores) y la esperanza de los trabajadores de que Gaveteco vuelva al trabajo en enero de 2025.  Certificado por la
Journalism Trust Initiative
Política editorial  Quiénes somos Agencia La Redacción Propietario: Cooperativa de Trabajo La Redacción
Editores: Julia Drangosch, Joaquín Lledó, Sebastián Alí y Luciano Gargiulo - Copyright © 2014-2024 - Registro de Propiedad Intelectual: 115126071 - Todos los derechos reservados 223-5605760 redaccion@quedigital.com.ar
deportes@quedigital.com.ar
comercial@quedigital.com.ar media kit",https://quedigital.com.ar/sociedad/gaveteco-trabajadores-entregaron-la-llave-del-frigorifico-ante-promesas-de-reactivacion/
Gaveteco: trabajadores entregaron la llave del frigorífico ante promesas de reactivación,17/12/2024,"Quienes sostenían la toma de las instalaciones decidieron levantarla, con poco más que las promesas de la empresaria. A cuatro meses de decidir la toma de las instalaciones centrales del frigorífico Gaveteco, finalmente sus trabajadores decidieron levantar la medida de fuerza y entregar la llave a la empresaria Ki So Yoo -alias “Estrella”- sin demasiadas precisiones más allá de la promesa de reactivar la producción y las fuentes laborales en 2025. Luego del levantamiento de los trabajadores de una cooperativa trucha que procesaba pescado para Gaveteco, en agosto los obreros del frigorífico también decidieron tomar las instalaciones de Valentini y 12 de Octubre: los reclamos pasaban por meses y meses de deudas salariales, la precarización y la incertidumbre sobre la continuidad de las fuentes laborales ante el delicado presente financiero de la empresa administrada por parte de la empresaria coreana.  En cuanto a obreros del pescado, el conflicto afectaba al menos a unas 170 familias: eran alrededor de 80 los fileteros que trabajaban en condiciones de total precarización en Ayolas y Santa Cecilia, en tanto que casi 90 terminaban de procesarlo en el frigorífico central, en este caso registrados. Sin embargo, todo terminó como suelen terminar los conflictos portuarios: al desgaste que implica sostener una medida intensa como lo es una toma con permanencia en las instalaciones, se le sumó el cansancio de los trabajadores, la necesidad de generar otros ingresos y también la aceptación de solo parte de las reivindicaciones impulsadas.  Es que, según pudo reconstruir este medio ante la consulta a distintas fuentes vinculadas a la planta, en algunos casos había trabajadores que seguían esperando los pagos adeudados y en otros hubo quienes pudieron recibir solo una parte. Y además, si bien la entrega de la llave de las instalaciones concretada este mes fue bajo la condición de reactivar la producción, lo cierto es que reina la incertidumbre en torno a cuántas fuentes laborales se sostendrán en caso de la reapertura.  Al respecto, y ante la situación terminal que parecía tener la firma en función del espiral de deudas que mantenía la empresaria, medios especializados como Revista Puerto ya hablan de la intervención de otros empresarios pesqueros en el salvataje de la planta. Eso sería lo que lograría destrabar el presente de ahogo que sufría (no solo con trabajadores, también con proveedores) y la esperanza de los trabajadores de que Gaveteco vuelva al trabajo en enero de 2025.  Certificado por la
Journalism Trust Initiative
Política editorial  Quiénes somos Agencia La Redacción Propietario: Cooperativa de Trabajo La Redacción
Editores: Julia Drangosch, Joaquín Lledó, Sebastián Alí y Luciano Gargiulo - Copyright © 2014-2024 - Registro de Propiedad Intelectual: 115126071 - Todos los derechos reservados 223-5605760 redaccion@quedigital.com.ar
deportes@quedigital.com.ar
comercial@quedigital.com.ar media kit",https://quedigital.com.ar/sociedad/gaveteco-trabajadores-entregaron-la-llave-del-frigorifico-ante-promesas-de-reactivacion/
Temporada 2025: la calle Rivadavia se convierte en peatonal de 19 a 2,16/12/2024,"La medida, al igual que en cada verano, entrará en vigencia a partir de este lunes y hasta el 28 de febrero. En cumplimiento de la ordenanza vigente que fija que en cada temporada de verano la calle Rivadavia desde Buenos Aires a San Luis, en pleno centro de Mar del Plata, se vuelve peatonal entre las 19 y las 2 de la madrugada, el gobierno municipal confirmó que la medida entrará en vigencia a partir de este lunes y se extenderá hasta el 28 de febrero. La medida está contemplada en la ordenanza 21.260 de 2013, con una modificación realizada en 2019, y en esa línea el gobierno municipal indicó que la peatonalización de la calle Rivadavia entre Buenos Aires y San Luis se pondrá en vigente desde este lunes.  A su vez, regirá hasta el 28 de febrero, plazo en el que entre las 19 y las 2 se prohíbe la circulación y estacionamiento de vehículos, a excepción de del acceso y salida de la cochera ubicada en Rivadavia entre Corrientes y Entre Ríos. En ese sentido, para ingresar o salir de la cochera, se utilizará la calle Corrientes. Con el fin de garantizar el cumplimiento de la medida que apunta a potenciar la circulación peatonal por esa calle céntrica, el Municipio tiene la facultad de trasladar temporalmente las paradas de taxi que se encuentren en la zona y desde el gobierno puntualizaron que, además, en caso de lluvia se levantará la restricción al tránsito establecida. A su vez, anunciaron que la medida se extenderá además del plazo previsto y también estará en vigencia los viernes, sábados y domingos de marzo en el mismo horario. Originalmente la ordenanza regula que sea sólo el primer fin de semana del mes.   Certificado por la
Journalism Trust Initiative
Política editorial  Quiénes somos Agencia La Redacción Propietario: Cooperativa de Trabajo La Redacción
Editores: Julia Drangosch, Joaquín Lledó, Sebastián Alí y Luciano Gargiulo - Copyright © 2014-2024 - Registro de Propiedad Intelectual: 115126071 - Todos los derechos reservados 223-5605760 redaccion@quedigital.com.ar
deportes@quedigital.com.ar
comercial@quedigital.com.ar media kit",https://quedigital.com.ar/sociedad/temporada-2025-la-calle-rivadavia-se-convierte-en-peatonal-de-19-a-2/
Temporada 2025: la calle Rivadavia se convierte en peatonal de 19 a 2,16/12/2024,"La medida, al igual que en cada verano, entrará en vigencia a partir de este lunes y hasta el 28 de febrero. En cumplimiento de la ordenanza vigente que fija que en cada temporada de verano la calle Rivadavia desde Buenos Aires a San Luis, en pleno centro de Mar del Plata, se vuelve peatonal entre las 19 y las 2 de la madrugada, el gobierno municipal confirmó que la medida entrará en vigencia a partir de este lunes y se extenderá hasta el 28 de febrero. La medida está contemplada en la ordenanza 21.260 de 2013, con una modificación realizada en 2019, y en esa línea el gobierno municipal indicó que la peatonalización de la calle Rivadavia entre Buenos Aires y San Luis se pondrá en vigente desde este lunes.  A su vez, regirá hasta el 28 de febrero, plazo en el que entre las 19 y las 2 se prohíbe la circulación y estacionamiento de vehículos, a excepción de del acceso y salida de la cochera ubicada en Rivadavia entre Corrientes y Entre Ríos. En ese sentido, para ingresar o salir de la cochera, se utilizará la calle Corrientes. Con el fin de garantizar el cumplimiento de la medida que apunta a potenciar la circulación peatonal por esa calle céntrica, el Municipio tiene la facultad de trasladar temporalmente las paradas de taxi que se encuentren en la zona y desde el gobierno puntualizaron que, además, en caso de lluvia se levantará la restricción al tránsito establecida. A su vez, anunciaron que la medida se extenderá además del plazo previsto y también estará en vigencia los viernes, sábados y domingos de marzo en el mismo horario. Originalmente la ordenanza regula que sea sólo el primer fin de semana del mes.   Certificado por la
Journalism Trust Initiative
Política editorial  Quiénes somos Agencia La Redacción Propietario: Cooperativa de Trabajo La Redacción
Editores: Julia Drangosch, Joaquín Lledó, Sebastián Alí y Luciano Gargiulo - Copyright © 2014-2024 - Registro de Propiedad Intelectual: 115126071 - Todos los derechos reservados 223-5605760 redaccion@quedigital.com.ar
deportes@quedigital.com.ar
comercial@quedigital.com.ar media kit",https://quedigital.com.ar/sociedad/temporada-2025-la-calle-rivadavia-se-convierte-en-peatonal-de-19-a-2/
